Title,Link,Abstract
EXTERNAL BODY TEMPERATURE SENSOR FOR USE WITH A HVAC SYSTEM,https://patents.justia.com/patent/20140367079,"Abstract:  A HVAC system is provided. In one embodiment, the HVAC system includes (1) a sensor being configured to measure a body condition of a user and having a transmitter configured to wirelessly transmit body condition information, and (2) a HVAC controller having a receiver configured to receive the body condition information and being configured to adjust a current conditioning set point of the HVAC system to a temporary conditioning set point based on the body condition information."
ENCLOSURE FOR A CONTROLLER OF AN HVAC SYSTEM,https://patents.justia.com/patent/20200217547,"Abstract:  The present disclosure relates to a heating, ventilation, and/or air conditioning (HVAC) control system having an enclosure that includes a first portion and a second portion assembled in a clamshell configuration. The first portion and the second portion are configured to hingedly engage in a closed configuration about a controller for an HVAC system and are configured to hingedly disengage into an open configuration. The HVAC control system also includes a hinge feature that is configured to hingedly couple the enclosure to a housing of the HVAC system."
HVAC diagnostic system and method,https://patents.justia.com/patent/20060247826,"Abstract:  A HVAC diagnostic system and method is disclosed which permits bypassing the normal operation of a thermostat by HVAC service personnel, typically permitting the HVAC service personnel control over thermostat functionality while servicing the condenser coils and/or compressor located external to customer building. The present invention is useful in situations where HVAC service calls must be scheduled at customer premises such as homes, apartments, etc., during normal hours where the occupants are not typically available to permit access to the thermostat within the building structure. By permitting override of the customer thermostat at the compressor/condenser unit, the system permits servicing of this unit without customer assistance. As such, HVAC service can be completed on a more regular schedule, saving substantial energy and providing improved customer environmental comfort."
FAILSAFE HVAC CONTROL UPGRADES,https://patents.justia.com/patent/20100298980,"Abstract:  A system and method is presented for providing failsafe control in a control system used for receiving and controlling various object or medium properties in a heating, ventilating or air conditioning system. The control system comprises an HVAC controller, configured to receive failsafe data indicative of a safety related property of an object or medium, and to generate a state indicative of a connection status of a failsafe detector with respect to the HVAC controller. The control system further comprises a non-volatile memory, operably coupled to the HVAC controller and configured to store a connection indication indicative of a connection status of the failsafe detector with respect to the HVAC controller, wherein the HVAC controller is configured to generate a control signal based on satisfaction of a predetermined relationship between the generated state and the stored connection indication."
REMOTE TESTING OF HVAC SYSTEMS,https://patents.justia.com/patent/20130073244,"Abstract:  A number of methods for testing an HVAC system for a building structure from a remote location outside of the building structure are disclosed. Generally, the HVAC system has a primarily active component and a primarily dormant component. The method includes the steps of transmitting a test request to the HVAC system from the remote location, performing a test on the primarily dormant component of the HVAC system in response to the test request, and producing a test result. The test result can then be transmitted to a location outside of the building structure."
VEHICLE HVAC SYSTEM,https://patents.justia.com/patent/20180162190,"Abstract:  An HVAC system for a vehicle includes a housing, an evaporator disposed in the housing, and a heater disposed in the housing. The HVAC system further includes a bypass opening defined between an upper end of the evaporator and an upper end of the heater and an intermediate chamber defined by the evaporator, the heater, the housing, and the bypass opening. The HVAC system further includes an upper outlet passage configured to direct air from the HVAC system into a passenger compartment of a vehicle. The evaporator is configured to output a first stream of air into the intermediate chamber and the HVAC system is configured to operate in a first operating condition in which a first portion of the first stream of air will pass through the heater and a second portion of the first stream will bypass the heater by passing from the intermediate chamber through the bypass opening and into the upper outlet passage."
HVAC CONTROL SYSTEM,https://patents.justia.com/patent/20150167994,"Abstract:  A heating ventilation and air conditioning (HVAC) system includes a plurality of heating, ventilation and air conditioning (HVAC) units servicing a plurality of zones of a building. A plurality of controllers is connected to the plurality of HVAC units, each controller servicing one or more zones of the plurality of zones. The plurality of controllers include at least one first controller servicing at least one first zone that is powered off when the HVAC system is in a first operating mode and a second controller servicing a second zone of the plurality of zones that remains powered on when the HVAC system is in the first operating mode. The at least one second controller is operably connected to the at least one first controller to enable powering on of the first controller when an environmental condition in the second zone falls outside of a selected range."
HVAC actuator having torque compensation,https://patents.justia.com/patent/7446494,"Abstract:  A method and system are disclosed for adjusting the torque of a motor for a HVAC actuator based upon one or more operating conditions of the HVAC actuator. One illustrative HVAC actuator includes an actuated part, a motor for providing a torque to move the actuated part, a detector for detecting an operating condition in or around the HVAC actuator, and a controller for adjusting the torque in accordance with the detected operating condition."
HVAC MONITORING APPARATUS AND METHOD,https://patents.justia.com/patent/20200056793,"Abstract:  The invention relates to an HVAC monitoring apparatus. The HVAC monitoring apparatus monitors the carbon monoxide, pressure, and temperature inside the air duct network of an HVAC system, directly above the furnace. The apparatus can send detailed information wirelessly through the cloud."
HVAC enviro-clean valve - SO model,https://patents.justia.com/patent/20060042292,"Abstract:  Currently, there are no products available which allow a user to solely remove microbial and bacterial growth inside a blocked HVAC condensate drain line using compressed air without cutting into or disassembling the drain line. Our valve is an in-line condensate drain line valve that can be installed easily, quickly and economically, either during new construction or onto existing HVAC systems. The HVAC user can remove microbial and bacterial growths without cutting into or disassembling the drain line by injecting compressed air through the valve. The design of our valve allows the user to perform safe and routine maintenance to the HVAC drainage system without having to resort to expensive and repetitive service call repairs over the lifetime of the HVAC system. The valve is further designed to prevent undesirable reverse airflows into the HVAC system and home or building, caused by a dry trap in the condensate drain."
Remote testing of HVAC systems,https://patents.justia.com/patent/10571903,"Abstract:  A number of methods for testing an HVAC system for a building structure from a remote location outside of the building structure are disclosed. Generally, the HVAC system has a primarily active component and a primarily dormant component. The method includes the steps of transmitting a test request to the HVAC system from the remote location, performing a test on the primarily dormant component of the HVAC system in response to the test request, and producing a test result. The test result can then be transmitted to a location outside of the building structure."
ROOT CAUSE ANALYTICS OF HVAC FAULTS,https://patents.justia.com/patent/20230029568,"Abstract:  A HVAC system and method for determining which fault of a group of faults identifies a likely root cause problem in the system. Some example methods may include a controller identifying the root cause based at least partially on which fault is associated with a HVAC device (e.g., boiler, chiller, VAV valve, etc.) that is farthest upstream along a shared fluid flow path or fluid flow network of the HV AC system. In some examples, the shared fluid flow path or network may be defined in a HVAC model representing the HVAC system. The controller may store the HVAC model and reference it when analyzing a group of faults. The controller may limit the inclusion of faults in a group for analysis to only those faults that occur within a certain period of time of each other."
HVAC Bypass Control,https://patents.justia.com/patent/20190226709,"Abstract:  A heating, ventilation, and air conditioning (HVAC) system is configured to receive a signal from a thermostat. The signal instructs the HVAC system to operate a component in a partial load mode. The HVAC system is further configured to determine that the component has exceeded its operating envelope. In response to determining that the component has exceeded its operating envelope, the HVAC system is configured to operate the component according to an override configuration. The override configuration overrides the signal to operate the component in the partial load mode."
"HVAC SYSTEM, A METHOD FOR DETERMINING A SOURCE OF A RESET AND A HVAC CONTROLLER CONFIGURED FOR THE SAME",https://patents.justia.com/patent/20100299563,"Abstract:  An HVAC controller, a method for determining the source of a reset of a HVAC unit and a HVAC system are disclosed herein. In one embodiment, the HVAC controller includes: (1) a power on reset (POR) register configured to indicate if a POR has occurred for said controller, (2) a non-volatile memory having a first reset code section and a second reset code section, wherein said first and second reset code sections are each configured to store a reset code and (3) a processor configured to deduce when a source of a reset for said controller is a watchdog reset based on content of said POR register, said first reset code section and said second reset code section."
Optimized HVAC control using domain knowledge combined with deep reinforcement learning (DRL),https://patents.justia.com/patent/12222122,"Abstract:  HVAC control system's supervisory control is crucial for energy-efficient thermal comfort in buildings. The control logic is usually specified as ‘if-then-that-else’ rules that capture the domain expertise of HVAC operators, but they often have conflict that may lead to sub-optimal HVAC performance. Embodiments of the present disclosure provide a method and system for optimized Heating, ventilation, and air-conditioning (HVAC) control using domain knowledge combined with Deep Reinforcement Learning (DRL). The system disclosed utilizes Deep Reinforcement Learning (DRL) for conflict resolution in a HVAC control in combination with domain knowledge in form of control logic. The domain knowledge is predefined in an Expressive Decision Tables (EDT) engine via a formal requirement specifier consumable by the EDT engine to capture domain knowledge of a building for the HVAC control."
HVAC SYSTEMS WITH CLIMATE CONTROL DEVICES FOR IMPROVED EFFICIENCY,https://patents.justia.com/patent/20250060120,"Abstract:  A climate control device for zonal preheating or precooling and controlling at a set temperature in an HVAC system includes at least one processor, configured by executing code stored on non-transitory processor readable media to perform steps including receiving, via a user making a selection in at least one user interface, information representing i) one or more zones in the HVAC system, ii) a respective temperature set point representing a temperature for each respective selected zone, and iii) a respective time set point representing a respective time associated with each selected zone. The processor determines a target time to transmit an HVAC system operations control signal for the respective one of the one or more zones in the HVAC system, such that a future ambient temperature of the respective one of the one or more zones in the HVAC system at the respective time set point will equal the temperature set point."
HVAC SYSTEM PROGNOSTICS AND DIAGNOSTICS BASED ON TEMPERATURE RISE OR DROP,https://patents.justia.com/patent/20210396414,"Abstract:  An HVAC system includes a heating element, a discharge air temperature sensor, and a return air temperature sensor. A controller of the HVAC system determines that the HVAC system has been operating in the heating mode for at least a predefined amount of time. The controller receives measurements of the discharge air temperature and the return air temperature. A temperature rise value is determined using the discharge air temperature and return air temperature. If the temperature rise value is less than a predefined minimum threshold value, the controller determines that a first fault of the HVAC system is detected and provides a corresponding alert. If the temperature rise value is greater than a predefined maximum threshold value, the controller determines that a second fault of the HVAC system is detected and provides a corresponding alert."
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210237535,"Abstract:  An HVAC system includes a variable-speed compressor which compresses refrigerant flowing through the HVAC system, a blower which provides a flow of air through the HVAC system at a controllable flow rate, and a controller communicatively coupled to the variable-speed compressor and the blower. The controller receives a demand request, which includes a command to operate the HVAC system at a predefined setpoint temperature. In response to receiving the demand request, a setpoint temperature associated with the HVAC system can be adjusted to the predefined setpoint temperature. A speed of the variable-speed compressor is decreased to a low-speed setting. Based on the decreased speed of the variable-speed compressor, an air-flow rate can be determined to provide by the blower. The controllable flow rate of the flow of air provided by the blower can be adjusted based on the determined air-flow rate."
HOUSING OF AN HVAC SYSTEM,https://patents.justia.com/patent/20220099333,"Abstract:  A frame segment for a frame of a heating, ventilation, and/or air conditioning (HVAC) system includes a protrusion formed on an interior side of the frame segment and configured to engage with a first panel of the HVAC system, a first recess formed at an exterior side, opposite the interior side, of the frame segment, and a second recess formed at the exterior side of the frame segment. The first recess is configured to receive a second panel of the HVAC system, and the second recess is configured to receive a third panel of the HVAC system."
METHODS AND SYSTEMS FOR MONITORING AN AIR FILTER OF AN HVAC SYSTEM,https://patents.justia.com/patent/20120323377,"Abstract:  Methods and systems for monitoring an air filter installed in an HVAC system may include operating the HVAC system in an air filter monitoring mode such as, for example, a fan only mode, and measuring, for example, a differential pressure across the air filter when the HVAC system is operating in the air filter monitoring mode. The method may include evaluating a status of the air filter using, for example, the measured differential pressure value, and in some cases, display the status on a display of an HVAC controller."
SYSTEM AND METHOD FOR MONITORING CHARGE LEVEL OF HVAC SYSTEM,https://patents.justia.com/patent/20210140661,"Abstract:  A heating, ventilation, and/or air conditioning (HVAC) system includes a sensor configured to detect an operating parameter of the HVAC system, a processor, and a memory having instructions executable by the processor to cause the processor, during a normal operation mode of the HVAC system, to iteratively receive feedback from the sensor indicative of a value of the operating parameter, compare the value with reference data, and determine a refrigerant charge level of the HVAC system based on the value and the reference data."
Magnetic Kinematic HVAC Control,https://patents.justia.com/patent/20220134846,Abstract:  An (HVAC) system having an HVAC case. An airflow control member is mounted within the HVAC case. A first magnet is at or adjacent to the axis of rotation and movable along with the airflow control member. The first magnet generates a first magnetic field. A second magnet is spaced apart from the first magnet. The second magnet generates a second magnetic field having a polarity that is opposite to the first magnetic field. Magnetic cooperation between the first magnet and the second magnet provides a magnetic linkage for rotating the airflow control member within the HVAC case.
THERMAL CUTOFF LINK SAFETY FUSE IN HVAC SYSTEM,https://patents.justia.com/patent/20130162387,Abstract:  The present invention relates to a thermal cut off link safety fuse for use in a HVAC system. The thermal cut off link safety fuse disconnects the electrical circuit from the HVAC system's heating element when the thermal cut off link safety fuse melts upon reaching a temperature that exceeds a set temperature.
HVAC-based volume control,https://patents.justia.com/patent/10798462,"Abstract:  A system, apparatus and method for automatically controlling the volume of a home entertainment device by an HVAC component. An HVAC component determines when it, or another HVAC, is active or not, and causes a home entertainment device to adjust its volume accordingly."
HVAC CONTROLLER WITH SENSOR PRIORITY SCREEN,https://patents.justia.com/patent/20220146134,"Abstract:  An HVAC controller is configured to receive signals from a plurality of sensors positioned in different spaces. The HVAC controller includes a controller that is configured to display one or more screens on a user interface that include a home screen including a selectable display element that indicates a number of the plurality of sensors that are currently being used by the controller in controlling the HVAC system. Upon selection of the selectable display element, the controller displays a sensor priority screen that includes a plurality of graphic constructs that each identify a building space and a current temperature for that building space. The controller is configured to control the HVAC system in accordance with the current temperature reported by each of the number of the plurality of sensors that are currently being used by the controller in controlling the HVAC system."
SYSTEMS AND METHODS FOR OPERATING AN HVAC SYSTEM,https://patents.justia.com/patent/20230175724,"Abstract:  A heating, ventilation, and/or air conditioning (HVAC) system includes a conditioning system configured to condition a return air flow directed through the HVAC system and a control system configured to determine a difference value between an operating parameter value of the return air flow and a sensed operating parameter value of a space serviced by the HVAC system, retrieve a stored target operating parameter value of the space, and operate the HVAC system based on the difference value, the stored target operating parameter value, or both."
Integrated sensor and service port for HVAC equipment or HVAC system,https://patents.justia.com/patent/10876753,"Abstract:  An integrated sensor and service port for HVAC (heating, ventilating, and air conditioning) equipment or an HVAC system."
HVAC SYSTEM START/STOP CONTROL,https://patents.justia.com/patent/20180142915,"Abstract:  A control system for an HVAC system having at least one HVAC component, the control system comprising: a controller having a processor and a memory, the controller in signal communication with the at least one HVAC component, the controller configured to: determine a startup/shut-down setpoint and the time associated with a beginning or an end of a building occupancy period; determine a predicted weather condition for outside air at a location of the HVAC system; predict a set of indoor air conditions over the period from the current time until the building being occupied/unoccupied based on the determined setpoint and time and the predicted weather condition; and start/stop the at least one HVAC component when an actual room air condition approaches the predicted indoor air condition."
SYSTEMS AND METHODS FOR OPERATING AN HVAC SYSTEM,https://patents.justia.com/patent/20240003578,"Abstract:  A heating, ventilation, and/or air conditioning (HVAC) system includes a conditioning system configured to condition a return air flow directed through the HVAC system and a control system configured to determine a difference value between an operating parameter value of the return air flow and a sensed operating parameter value of a space serviced by the HVAC system, retrieve a stored target operating parameter value of the space, and operate the HVAC system based on the difference value, the stored target operating parameter value, or both."
HVAC-based volume control,https://patents.justia.com/patent/11736772,"Abstract:  A system, apparatus and method for automatically controlling the volume of a home entertainment device by an HVAC component. An HVAC component determines when it, or another HVAC, is active or not, and causes a home entertainment device to adjust its volume accordingly."
HVAC SYSTEM PROGNOSTICS AND DIAGNOSTICS BASED ON TEMPERATURE RISE OR DROP,https://patents.justia.com/patent/20220146170,"Abstract:  An HVAC system includes a heating element, a discharge air temperature sensor, and a return air temperature sensor. A controller of the HVAC system determines that the HVAC system has been operating in the heating mode for at least a predefined amount of time. The controller receives measurements of the discharge air temperature and the return air temperature. A temperature rise value is determined using the discharge air temperature and return air temperature. If the temperature rise value is less than a predefined minimum threshold value, the controller determines that a first fault of the HVAC system is detected and provides a corresponding alert. If the temperature rise value is greater than a predefined maximum threshold value, the controller determines that a second fault of the HVAC system is detected and provides a corresponding alert."
Remote testing of HVAC systems,https://patents.justia.com/patent/8332178,"Abstract:  A number of methods for testing an HVAC system for a building structure from a remote location outside of the building structure are disclosed. Generally, the HVAC system has a primarily active component and a primarily dormant component. The method includes the steps of transmitting a test request to the HVAC system from the remote location, performing a test on the primarily dormant component of the HVAC system in response to the test request, and producing a test result. The test result can then be transmitted to a location outside of the building structure."
ALTERNATIVE DEFROST MODE OF HVAC SYSTEM,https://patents.justia.com/patent/20240151446,"Abstract:  Embodiments of the present disclosure are directed to a controller for a heating, ventilation, and/or air conditioning (HVAC) system. The controller is configured to operate in a first defrost mode or a second defrost mode, determine that feedback from a first sensor of the HVAC system is unavailable, receive feedback from a second sensor of the HVAC system, and operate the HVAC system in the second defrost mode instead of the first defrost mode in response to unavailability of the feedback from the first sensor and based on the feedback from the second sensor."
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20230382184,"Abstract:  An HVAC system includes a variable-speed compressor which compresses refrigerant flowing through the HVAC system, a blower which provides a flow of air through the HVAC system at a controllable flow rate, and a controller communicatively coupled to the variable-speed compressor and the blower. The controller receives a demand request, which includes a command to operate the HVAC system at a predefined setpoint temperature. In response to receiving the demand request, a setpoint temperature associated with the HVAC system can be adjusted to the predefined setpoint temperature. A speed of the variable-speed compressor is decreased to a low-speed setting. Based on the decreased speed of the variable-speed compressor, an air-flow rate can be determined to provide by the blower. The controllable flow rate of the flow of air provided by the blower can be adjusted based on the determined air-flow rate."
HVAC System with Location Determination Capability,https://patents.justia.com/patent/20150219349,"Abstract:  A heating, ventilation, and/or air conditioning (HVAC) system includes a system controller having a location determination module configured to cause determination and/or reporting of the location of the HVAC system in response to a first run and/or initialization of the HVAC system. The location determination module may determine and/or report location information via global positioning system (GPS) capability, a service provider (SP), customized data provider (CDP), Internet sites, LAN, WAN, 3G, 4G, and/or any other type of network infrastructure to effect reporting of the location of the HVAC system."
HVAC-based volume control,https://patents.justia.com/patent/11277670,"Abstract:  A system, apparatus and method for automatically controlling the volume of a home entertainment device by an HVAC component. An HVAC component determines when it, or another HVAC, is active or not, and causes a home entertainment device to adjust its volume accordingly."
Method and a computer system for monitoring and controlling an HVAC system,https://patents.justia.com/patent/11913657,"Abstract:  For monitoring and controlling an HVAC system which comprises one or more fluid transportation systems with a plurality of parallel zones, a plurality of operating variables of the fluid transportation systems are received (S1) from devices of the HVAC system. Temporal courses are determined (S3) for the operating variables. Interdependencies are determined (S4) between the temporal courses of the operating variables. Depending on the interdependencies, the operating variables and their associated devices are grouped (S5) into different sets which each relates to a different section of the HVAC system and includes the related operating variables and associated devices. The sets are used (S6) to control the devices of a particular section of the HVAC system and/or to generate a fault detection message regarding one or more of the devices of the particular section of the HVAC system."
THERMOSTAT CIRCUITRY FOR CONNECTION TO HVAC SYSTEMS,https://patents.justia.com/patent/20120126021,"Abstract:  A thermostat and related methods is provided for controlling an HVAC system having one or two separate transformers for supplying power to the HVAC system. The thermostat includes isolation circuitry housed within the thermostat to safely connect to the HVAC control wires and power wire(s) whether the HVAC system has one or two separate transformers without the use of removable jumpers or manual rewiring. The thermostat can include a processor that sends DC signals for turning on and turning off each of the HVAC functions, and an isolator adapted to electrically isolate the processor from the control wires and power wire(s). The isolator can include a transformer, such as a low cost Ethernet transformer. The circuitry can include one or more field effect transistors adapted and arranged so as to open or close an electrical connections between the control and power wires, thereby turning on or off the associated HVAC function."
HVAC system mode detection based on control line current,https://patents.justia.com/patent/10670293,"Abstract:  A monitoring system for monitoring a heating, ventilation, and air conditioning (HVAC) system of a building includes a monitoring server. The monitoring server is configured to receive an aggregate control line current value from a monitoring device. The aggregate control line current value represents a total current flowing through control lines used by a thermostat to command the HVAC system. The monitoring server is configured to determine a commanded operating mode of the HVAC system in response to the aggregate control line current value. Operating modes of the HVAC system include at least one of an idle mode and an ON mode. The monitoring server is configured to analyze a system condition of the HVAC system based on the determined commanded operating mode."
Sensor device measurements adaptive to HVAC activity,https://patents.justia.com/patent/8981950,"Abstract:  Various devices, systems, and methods may be presented. A sensor unit may be presented that includes a housing and a chamber arranged within the housing. The sensor unit may include a controller arranged within the housing. The controller may receive information from an HVAC (heating ventilation and air conditioning) system, wherein the information is indicative of operation of the HVAC system. The controller may determine an effect of the HVAC system on measurements made by the sensor using the information from the HVAC system."
SYSTEM AND METHOD FOR MONITORING CHARGE LEVEL OF HVAC SYSTEM,https://patents.justia.com/patent/20240019147,"Abstract:  A heating, ventilation, and/or air conditioning (HVAC) system includes a sensor configured to detect an operating parameter of the HVAC system, a processor, and a memory having instructions executable by the processor to cause the processor, during a normal operation mode of the HVAC system, to iteratively receive feedback from the sensor indicative of a value of the operating parameter, compare the value with reference data, and determine a refrigerant charge level of the HVAC system based on the value and the reference data."
System and method of configuring HVAC components in an HVAC system,https://patents.justia.com/patent/9872126,"Abstract:  A system and method of configuring HVAC components in an HVAC system including a main system controller in operable communication with at least one auxiliary controller, wherein the main system controller and each of the at least one auxiliary controllers include a near field communication interface. The HVAC system components are configured by placing each of the at least one auxiliary controllers in close proximity to the main system controller, and operating the main system controller to initiate a pairing event."
AUXILIARY CONTROLLER FOR AN HVAC SYSTEM AND METHOD OF OPERATION,https://patents.justia.com/patent/20130025840,"Abstract:  An auxiliary controller for an HVAC system includes a thermostat interface for receiving control signals by wire from a thermostat; an HVAC system interface for providing control signals by wire to an HVAC system; a security system interface for receiving armed status signals by wire from a security system; and processing structure configured to, while the security system is disarmed, permit routing of all control signals received from a thermostat to an HVAC system and, upon arming of the security system, invoke a setback mode including controlling the routing to reduce energy consumption."
Systems and Methods for Monitoring the Condition of an Air Filter and of an HVAC System,https://patents.justia.com/patent/20220243943,Abstract:  Systems and methods for monitoring the condition of an air filter installed in an HVAC system and for monitoring the condition of the HVAC system. The monitoring system includes a processing unit configured to receive data representative of at least a first temporal parameter of the HVAC system. The processing unit can process the data to obtain an indication of the condition of the air filter and can also process the data to obtain an indication of the condition of the HVAC system.
Building HVAC system with fault-adaptive model predictive control,https://patents.justia.com/patent/11703246,"Abstract:  A method for automatically adapting a predictive model used to control a heating, ventilation, or air conditioning (HVAC) system in a building to compensate for a detected fault in the HVAC system is shown. The method includes obtaining an indication of the detected fault in the HVAC system or a zone in the building. The method further includes determining a predicted impact of the detected fault on an operational performance of the HVAC system. The method further includes adjusting one or more parameters of the predictive model based on the predicted impact of the detected fault to generate a fault-adapted predictive model. The method further includes operating the HVAC system to control an environmental condition of the building using the fault-adapted predictive model."
HVAC SYSTEM PROGNOSTICS,https://patents.justia.com/patent/20220042712,"Abstract:  An HVAC system includes a controller configured to receive weather forecast information including anticipated future outdoor temperatures. Based at least in part on the weather forecast information, the controller determines that test-initiation criteria are satisfied for testing operation of the HVAC system in a test mode. In response to determining that the test-initiation criteria are satisfied, the controller determines that current weather conditions are suitable for operating the HVAC system in the test mode for a test time period. The HVAC system is operated in the test mode for the test time period."
METHOD AND SYSTEM FOR SCHEDULE-BASED CONTROL OF A HVAC SYSTEM,https://patents.justia.com/patent/20190277524,Abstract:  There is provided a thermostat system comprising a HVAC interface module for controlling an external HVAC system; at least one of a wide-area communication module for data communication with an external network and a local communication module for data communication over a home automation network; and a processor configured for: receiving selection of an in-use schedule dataset; receiving environmental control rules; and controlling the HVAC interface module based on the in-use schedule dataset and the environmental control rules. Methods for controlling a HVAC system are also provided.
Remote HVAC Monitoring And Diagnosis,https://patents.justia.com/patent/20140297208,"Abstract:  A monitoring system for a heating, ventilation, and air conditioning (HVAC) system of a building includes a monitoring device and a server. The monitoring device is installed at the building. The monitoring device (i) measures an aggregate current supplied to a plurality of components of the HVAC system and (ii) transmits current data based on the measured aggregate current. The server is located remotely from the building. The server receives the transmitted current data and, based on the received current, assesses whether a failure has occurred in a first component of the plurality of components of the HVAC system and assesses whether a failure has occurred in a second component of the plurality of components of the HVAC system."
VEHICLE HVAC CONTROL PANEL RECEPTACLES AND HVAC CONTROL PANEL ASSEMBLIES,https://patents.justia.com/patent/20110084509,"Abstract:  A receptacle for receiving an HVAC control panel of a vehicle includes a frame and at least one unlocking lever. The frame may define an opening for receiving the HVAC control panel. The at least one unlocking lever may include a handle portion, a shoulder and a tapered portion. The tapered portion pivotally connects the at least one unlocking lever to an underside of the frame while the handle portion may extend from the tapered portion such that, when the handle portion is actuated, the at least one unlocking lever may be elastically flexible with respect to the frame. The shoulder portion is disposed on the at least one unlocking lever between the handle portion and the tapered portion and is operable to engage and retain the HVAC control panel in the frame when the HVAC control panel is inserted into the frame."
Thermostat circuitry for connection to HVAC systems,https://patents.justia.com/patent/9605858,"Abstract:  A thermostat and related methods is provided for controlling an HVAC system having one or two separate transformers for supplying power to the HVAC system. The thermostat includes isolation circuitry housed within the thermostat to safely connect to the HVAC control wires and power wire(s) whether the HVAC system has one or two separate transformers without the use of removable jumpers or manual rewiring. The thermostat can include a processor that sends DC signals for turning on and turning off each of the HVAC functions, and an isolator adapted to electrically isolate the processor from the control wires and power wire(s). The isolator can include a transformer, such as a low cost Ethernet transformer. The circuitry can include one or more field effect transistors adapted and arranged so as to open or close an electrical connections between the control and power wires, thereby turning on or off the associated HVAC function."
VEHICLE AUXILIARY HVAC SYSTEM USING A COOLANT LOOP FOR COOLING A COMPONENT AND VEHICLE INTERIOR,https://patents.justia.com/patent/20180022181,"Abstract:  A vehicle includes a heating, ventilation and air conditioning (HVAC) system for heating and cooling a passenger compartment. The HVAC system includes a refrigerant loop and a coolant loop, and an auxiliary heating, ventilation and air conditioning (HVAC) system. The auxiliary HVAC includes an expansion device coupled to the refrigerant loop for controlling a flow of refrigerant to a first heat exchanger, and a second heat exchanger coupled to an auxiliary coolant loop used to regulate a temperature of the component. The auxiliary HVAC further includes a blower for creating an air flow through the first heat exchanger, a first blend door for directing the air flow through the second heat exchanger and/or an outlet, a second blend door for directing the air flow through the outlet and/or a recirculation duct, and a third blend door for controlling the air flow through the recirculation duct."
Residential Solutions HVAC Monitoring and Diagnosis,https://patents.justia.com/patent/20120221150,"Abstract:  A monitoring system for a heating, ventilation, and air conditioning (HVAC) system of a residence includes a monitoring device installed at the residence and a server located remotely from the residence. The monitoring device measures an aggregate current supplied to a plurality of components of the HVAC system and transmits current data based on the measured aggregate current. The server receives the transmitted current data and, based on the received current, assesses whether a failure has occurred in a first component of the plurality of components of the HVAC system and assesses whether a failure has occurred in a second component of the plurality of components of the HVAC system."
HVAC UNIT PLACEMENT CONFIGURATION FOR A VEHICLE,https://patents.justia.com/patent/20190210422,"Abstract:  Embodiments and examples are disclosed for placement configurations of HVAC units for electric vehicles. For one embodiment, a vehicle includes a front compartment, a cabin compartment, a vehicle body, and a HVAC unit. The front compartment is at a front end of the vehicle. The cabin compartment is at a center of the vehicle to contain passengers. The body of the vehicle contains a dashwall separating the front compartment from the cabin compartment. The heat ventilation air conditioning (HVAC) unit is situated in the front compartment, separated from the cabin compartment by the dashwall, where the HVAC unit provides heat, ventilation, and air conditioning to the user in the cabin compartment."
CONTROL SYSTEM FOR AN HVAC SYSTEM INCLUDING MODULAR COMMUNICATION,https://patents.justia.com/patent/20220074618,"Abstract:  An HVAC system includes at least one HVAC component, an HVAC controller, and a communication device. The controller includes a first substrate, a processer mounted on the first substrate, a memory mounted on the first substrate and in communication with the processor, a control interface mounted on the first substrate and communicatively coupled to the processor and the at least one HVAC component, and a first communication interface mounted on the first substrate and communicatively coupled to the processor. The communication module includes a second substrate, a communication circuit mounted on the second substrate, and a second communication interface mounted on the second substrate and communicatively coupled to the communication circuit."
Remaining useful life estimator of components of HVAC system,https://patents.justia.com/patent/11867416,"Abstract:  A heating, ventilation, and/or air conditioning (HVAC) system with a vibration sensor coupled to a component of the HVAC system includes a data analyzer with a processor configured to receive an input from the vibration sensor coupled to the component of the HVAC system. The processor is configured to determine a remaining useful life (RUL) indication for the component of the HVAC system based on applying an analytical model using the input from the vibration sensor and to output the RUL indication."
"HVAC zoning devices, systems, and methods",https://patents.justia.com/patent/10126009,"Abstract:  A heating, ventilation, and air conditioning (HVAC) system may be zoned into one or more zone. The HVAC system may include one or more register vents that may include vent dampers. The HVAC system may be controlled by an HVAC control system including a communications port or block, a controller operatively coupled to the communications block, and a user interface. The controller may receive sensed data received at the communications block from sensors of the HVAC system. Based, at least in part, on the received sensed data, the controller my determine recommended settings for at least one of the manually adjustable register vent dampers and display the recommended settings on the user interface."
HVAC Control Assemblies And Corresponding Methods Of Configuring Pinout Of Connectors For HVAC Control Assemblies,https://patents.justia.com/patent/20240200820,"Abstract:  Exemplary embodiments are provided of HVAC control assemblies (e.g., aftermarket universal replacement controls, etc.) and corresponding methods of configuring pinout of connectors for HVAC control assemblies."
Reversible valve for HVAC system,https://patents.justia.com/patent/11933523,"Abstract:  A heating, ventilation, and/or air conditioning (HVAC) system includes a reversible valve having an outlet configured to direct refrigerant to a reheat heat exchanger of the HVAC system. The reversible valve is further configured to be in a first configuration to direct the refrigerant through a refrigerant circuit in a first flow direction in a heating mode of the HVAC system and to be in a second configuration to direct the refrigerant through the refrigerant circuit in a second flow direction in a cooling mode of the HVAC system."
