Title,Link,Sentence,Head,Tail,Relation
Vacuum And Freeze-Up HVAC Sensor,https://patents.justia.com/patent/20110088416,"The apparatus comprises a freeze-up sensor, a vacuum sensor, and a thermostat.",vacuum sensor,thermostat,part of
Vacuum And Freeze-Up HVAC Sensor,https://patents.justia.com/patent/20110088416,The freeze-up sensor communicates a signal to indicate that ice is developing in the HVAC system and the vacuum sensor communicates a signal to indicate that a vacuum pressure exists in the HVAC system.,vacuum sensor,hvac,part of
Vacuum And Freeze-Up HVAC Sensor,https://patents.justia.com/patent/20110088416,"When a signal is detected, the apparatus deactivates the HVAC system to prevent damage.",deactivates,hvac system,facet of
Vacuum And Freeze-Up HVAC Sensor,https://patents.justia.com/patent/20110088416,The thermostat comprises a touch-screen display with a continuous set-point.,touch-screen,thermostat,part of
HVAC home air filter,https://patents.justia.com/patent/11992798,The filter medium is a combination of media layers configured to exhibit a relatively high filtration efficiency and a low air pressure drop across the filter medium.,media layer,filtration,use
HVAC CONTROLLER ASSEMBLY,https://patents.justia.com/patent/20160061471,"An HVAC control mounting assembly including a housing, including at least one communication module receptacle, and a communication module disposed in at least one of the at least one communication module receptacles.",housing,hvac control,use
HVAC SYSTEM AND METHOD OF CIRCULATING FLAMMABLE REFRIGERANT,https://patents.justia.com/patent/20200124305,The controller further comprises instructions that cause the controller to send a notification to an operator of the HVAC system indicating that the air flowrate of the air blower is less than the threshold value in response to determining that the air flowrate of the air blower is less than the threshold value and shut down the HVAC system such that the refrigerant is no longer circulated by the componentry of the HVAC system in response to determining that the air flowrate of the air blower is less than the minimum required air flowrate.,hvac system,refrigerant,has part
Adaptable modular HVAC assembly,https://patents.justia.com/patent/20060052048,"The present invention provides an adaptable modular assembly for use in adapting the intake and exhaust of air from a heating, ventilation and air conditioning (HVAC) unit containing motors, wherein the intake and exhaust apertures of the HVAC unit can be manipulated.","heating, ventilation and air conditioning",air,uses
OPTIMIZED HVAC CONTROL USING DOMAIN KNOWLEDGE COMBINED WITH DEEP REINFORCEMENT LEARNING (DRL),https://patents.justia.com/patent/20230125620,"The control logic is usually specified as ‘if-then-that-else’ rules that capture the domain expertise of HVAC operators, but they often have conflict that may lead to sub-optimal HVAC performance.",sub-optimal hvac performance,hvac,facet of
OPTIMIZED HVAC CONTROL USING DOMAIN KNOWLEDGE COMBINED WITH DEEP REINFORCEMENT LEARNING (DRL),https://patents.justia.com/patent/20230125620,"Embodiments of the present disclosure provide a method and system for optimized Heating, ventilation, and air-conditioning (HVAC) control using domain knowledge combined with Deep Reinforcement Learning (DRL).",deep reinforcement learning,"heating, ventilation, and air-conditioning",use
OPTIMIZED HVAC CONTROL USING DOMAIN KNOWLEDGE COMBINED WITH DEEP REINFORCEMENT LEARNING (DRL),https://patents.justia.com/patent/20230125620,The system disclosed utilizes Deep Reinforcement Learning (DRL) for conflict resolution in a HVAC control in combination with domain knowledge in form of control logic.,deep reinforcement learning,hvac control,use
OPTIMIZED HVAC CONTROL USING DOMAIN KNOWLEDGE COMBINED WITH DEEP REINFORCEMENT LEARNING (DRL),https://patents.justia.com/patent/20230125620,The domain knowledge is predefined in an Expressive Decision Tables (EDT) engine via a formal requirement specifier consumable by the EDT engine to capture domain knowledge of a building for the HVAC control.,expressive decision tables,engine,instance of
REVERSIBLE VALVE FOR HVAC SYSTEM,https://patents.justia.com/patent/20200370804,"A heating, ventilation, and/or air conditioning (HVAC) system includes a reversible valve having an outlet configured to direct refrigerant to a reheat heat exchanger of the HVAC system.",reheat heat exchanger,"heating, ventilation, and/or air conditioning",part of
Modular Automotive HVAC Control Head,https://patents.justia.com/patent/20070149104,The control head includes a face plate and housing on which various HVAC controls may be mounted.,hvac,controls,subclass of
Modular Automotive HVAC Control Head,https://patents.justia.com/patent/20070149104,The face plate and housing clip together to form the assembled control head.,housing,control head,part of
Modular Automotive HVAC Control Head,https://patents.justia.com/patent/20070149104,The assembled control head fits into an instrument panel opening having a standard size.,instrument panel,head,has part
HVAC SYSTEM PROGNOSTICS,https://patents.justia.com/patent/20210302054,"Based at least in part on the weather forecast information, the controller determines that test-initiation criteria are satisfied for testing operation of the HVAC system in a test mode.",test-initiation criteria,hvac system,facet of
HVAC SYSTEM PROGNOSTICS,https://patents.justia.com/patent/20210302054,"In response to determining that the test-initiation criteria are satisfied, the controller determines that current weather conditions are suitable for operating the HVAC system in the test mode for a test time period.",test mode,hvac system,facet of
HVAC SYSTEM PROGNOSTICS,https://patents.justia.com/patent/20210302054,The HVAC system is operated in the test mode for the test time period.,test mode,hvac,subclass of
HVAC SYSTEM PROGNOSTICS,https://patents.justia.com/patent/20210302054,"If the predefined change in the indoor air temperature is achieved, the test is passed.",indoor air temperature,test,instance of
HVAC SYSTEM PROGNOSTICS,https://patents.justia.com/patent/20210302054,"Otherwise, the test is failed.",failed,test,subclass of
HVAC system zoning protection,https://patents.justia.com/patent/11739964,"Methods, systems, and apparatus, including computer programs encoded on computer storage media, for monitoring an HVAC system.",computer programs,computer storage media,location
HVAC CONTROLLER WITH PREDICTIVE COST OPTIMIZATION,https://patents.justia.com/patent/20160313751,The airside system uses the heated and/or chilled fluid to heat and/or cool a supply airflow provided to the building.,airside system,airflow,subclass of
HVAC CONTROLLER WITH PREDICTIVE COST OPTIMIZATION,https://patents.justia.com/patent/20160313751,A HVAC controller performs an integrated airside/waterside optimization process to simultaneously determine control outputs for both the waterside system and the airside system.,airside/waterside optimization,hvac controller,subclass of
HVAC CONTROLLER WITH PREDICTIVE COST OPTIMIZATION,https://patents.justia.com/patent/20160313751,"The optimization process includes optimizing a predictive cost model that predicts the cost of the resources consumed by the HVAC system, subject to a set of optimization constraints including temperature constraints for the building.",predictive cost model,hvac system,facet of
HVAC SYSTEM WITH TRAVEL TIME BASED CONTROL,https://patents.justia.com/patent/20160144689,A system for providing efficient climate control in a vehicle.,vehicle,climate control,has part
HVAC SYSTEM WITH TRAVEL TIME BASED CONTROL,https://patents.justia.com/patent/20160144689,The system has an HVAC system configured to receive a user-defined temperature.,hvac,temperature,uses
HVAC SYSTEM WITH TRAVEL TIME BASED CONTROL,https://patents.justia.com/patent/20160144689,The HVAC system has a cabin temperature sensor.,cabin temperature sensor,hvac,use
CONFIGURABLE HVAC CONTROLLER TERMINAL LABELING,https://patents.justia.com/patent/20120246590,A configuration tool for a programmable HVAC controller is provided.,programmable,hvac controller,subclass of
CONFIGURABLE HVAC CONTROLLER TERMINAL LABELING,https://patents.justia.com/patent/20120246590,"The configuration tool may accept user input, and may generate a corresponding configuration profile based on the user input.",configuration profile,configuration tool,subclass of
CONFIGURABLE HVAC CONTROLLER TERMINAL LABELING,https://patents.justia.com/patent/20120246590,The configuration tool may generate a terminal diagram that labels at least some of the I/O terminals of the programmable HVAC controller based on the particular configuration profile.,i/o terminal,terminal diagram,part of
HVAC System with Motion Sensor,https://patents.justia.com/patent/20160069582,"A heating, ventilation, and/or air conditioning (HVAC) system includes a motion sensor located in a system controller, a zone thermostat, and/or a zone sensor.",zone thermostat,"heating, ventilation, and/or air conditioning",part of
HVAC System with Motion Sensor,https://patents.justia.com/patent/20160069582,"In response to either detecting motion and/or not detecting motion, the HVAC system may alter a display setting, such as intensity and/or brightness of backlighting, on the system controller and communicate information regarding motion sensed by the motion sensor to at least one of another system controller of another HVAC system and/or a remote system.",system controller,hvac system,part of
HVAC twinning control,https://patents.justia.com/patent/20070068179,A control is provided for a first HVAC unit that is coupled to a common duct shared with at least one other HVAC unit.,duct,hvac unit,subclass of
HVAC twinning control,https://patents.justia.com/patent/20070068179,"The control comprises a twinning connection for communication with at least a second control of another HVAC unit, and a voltage signal applied to the twinning connection.",voltage,communication,subclass of
HVAC twinning control,https://patents.justia.com/patent/20070068179,The control further comprises a switching means for switching the voltage signal to ground.,ground,voltage,opposite of
HVAC twinning control,https://patents.justia.com/patent/20070068179,A microcomputer for monitoring the twinning connection and for controlling the switching means is configured to actuate the switching means to switch the voltage at the twinning connection to ground for a predetermined time period to communicate a blower speed for the first HVAC unit.,blower speed,hvac unit,part of
HVAC CONTROLLER WITH COMPONENT CHANGE NOTIFICATION,https://patents.justia.com/patent/20120323374,HVAC methods and systems are provided for issuing a component change notification to a user when an air filter or other replaceable component should be changed.,air filter,hvac,subclass of
HVAC CONTROLLER WITH COMPONENT CHANGE NOTIFICATION,https://patents.justia.com/patent/20120323374,"This can include, size, type, model number and/or any other suitable feature, parameter and/or property.",model number,parameter,subclass of
HVAC CONTROLLER WITH COMPONENT CHANGE NOTIFICATION,https://patents.justia.com/patent/20120323374,"In some cases, the time before a component change notification message is issued by the HVAC controller may be dependent on, determined by, and/or adjusted based on the received information.",component change notification,hvac controller,used by
HVAC CONTROLLER WITH DELTA-T BASED DIAGNOSTICS,https://patents.justia.com/patent/20130158717,"In some cases, different delta T limits may be stored for each operating mode (e.g. heating and cooling), and in some cases, for each stage combination within an operating mode, where appropriate.",heating and cooling,operating mode,instance of
System and method for configuration of HVAC network,https://patents.justia.com/patent/20030137396,HVAC network devices are provided with radio frequency identification tags (RFID tags) which can be read by a read/write device.,rfid tag,radio frequency identification tag,subclass of
System and method for configuration of HVAC network,https://patents.justia.com/patent/20030137396,The read tag identification of each network device is stored in memory within the HVAC network device .,hvac network device,network device,subclass of
System and method for configuration of HVAC network,https://patents.justia.com/patent/20030137396,A device capable of reading the RFID tags of the HVAC network devices will be used by a person to assign network addresses to each network device.,network address,network device,part of
System and method for configuration of HVAC network,https://patents.justia.com/patent/20030137396,"In particular, the person will use information concerning the location of an HVAC network device to determine the network address that is to be assigned to the network device.",network address,network device,used by
System and method for configuration of HVAC network,https://patents.justia.com/patent/20030137396,The thus identified network address along with the tag identification is transmitted to a network controller for the communication network.,network address,communication network,part of
System and method for configuration of HVAC network,https://patents.justia.com/patent/20030137396,The network controller will transmit a configuration message over the communication bus that will include the tag identification as well as the desired network address.,network address,communication bus,part of
SYSTEM AND METHOD OF CONFIGURING HVAC COMPONENTS IN AN HVAC SYSTEM,https://patents.justia.com/patent/20150120063,"The HVAC system components are configured by placing each of the at least one auxiliary controllers in close proximity to the main system controller, and operating the main system controller to initiate a pairing event.",auxiliary controller,hvac system,use
COMBINED VEHICLE MOUNTED BREATH ANALYZING AND HVAC SYSTEM AND METHOD,https://patents.justia.com/patent/20220242416,The present invention relates to a breath analyzing system and method.,method,breath analyzing,use
COMBINED VEHICLE MOUNTED BREATH ANALYZING AND HVAC SYSTEM AND METHOD,https://patents.justia.com/patent/20220242416,"In particular the invention relates to a breath analyzing system combined with a heat, ventilation and air conditioning system (HVAC-system) of the vehicle, wherein the settings of the HVAC system are controlled to optimize the performance of the breath analyzing system.","heat, ventilation and air conditioning",hvac,subclass of
FREE COOLING SYSTEM FOR HVAC SYSTEM,https://patents.justia.com/patent/20230080007,"A heating, ventilating, and/or air conditioning (HVAC) system includes a variable speed pump configured to direct a chilled fluid through a free cooling circuit of the HVAC system.",free cooling circuit,"heating, ventilating, and/or air conditioning",part of
FREE COOLING SYSTEM FOR HVAC SYSTEM,https://patents.justia.com/patent/20230080007,The free cooling circuit is configured to place the chilled fluid in a heat exchange relationship with ambient air.,ambient air,heat exchange,subclass of
FREE COOLING SYSTEM FOR HVAC SYSTEM,https://patents.justia.com/patent/20230080007,The HVAC system also includes a heat exchanger configured to place the chilled fluid in a heat exchange relationship with a conditioning fluid and a controller configured to operate the variable speed pump based on a parameter of the HVAC system.,heat exchanger,hvac,use
METHOD AND A COMPUTER SYSTEM FOR MONITORING AND CONTROLLING AN HVAC SYSTEM,https://patents.justia.com/patent/20220128252,Temporal courses are determined (S3) for the operating variables.,s3,temporal course,subclass of
METHOD AND A COMPUTER SYSTEM FOR MONITORING AND CONTROLLING AN HVAC SYSTEM,https://patents.justia.com/patent/20220128252,Interdependencies are determined (S4) between the temporal courses of the operating variables.,interdependencies,s4,part of
METHOD AND A COMPUTER SYSTEM FOR MONITORING AND CONTROLLING AN HVAC SYSTEM,https://patents.justia.com/patent/20220128252,"Depending on the interdependencies, the operating variables and their associated devices are grouped (S5) into different sets which each relates to a different section of the HVAC system and includes the related operating variables and associated devices.",devices,hvac system,part of
METHOD AND A COMPUTER SYSTEM FOR MONITORING AND CONTROLLING AN HVAC SYSTEM,https://patents.justia.com/patent/20220128252,The sets are used (S6) to control the devices of a particular section of the HVAC system and/or to generate a fault detection message regarding one or more of the devices of the particular section of the HVAC system.,fault detection,control,subclass of
HVAC controls for a vehicle with start-stop engine operation,https://patents.justia.com/patent/20040144107,A system and method for determining engine operation for a start-stop vehicle is provided.,start-stop,engine operation,subclass of
HVAC controls for a vehicle with start-stop engine operation,https://patents.justia.com/patent/20040144107,"The engine operation control system includes an HVAC control head for indicating demand, a sensor for indicating fan speed, at least one sensor for indicating ambient air temperature, and a powertrain control module in communication with the HVAC control head and the sensors.",fan speed,ambient air temperature,facet of
HVAC controls for a vehicle with start-stop engine operation,https://patents.justia.com/patent/20040144107,The powertrain control module determines engine operation.,powertrain control module,engine operation,use
HVAC controls for a vehicle with start-stop engine operation,https://patents.justia.com/patent/20040144107,"The method for controlling engine operation includes the steps of determining HVAC demand, fan speed, and ambient temperature to a control module.",fan speed,hvac demand,facet of
BUILDING HVAC SYTEM WITH FAULT-ADAPTIVE MODEL PREDICTIVE CONTROL,https://patents.justia.com/patent/20220034543,The method further includes adjusting one or more parameters of the predictive model based on the predicted impact of the detected fault to generate a fault-adapted predictive model.,fault-adapted predictive model,predictive model,subclass of
BUILDING HVAC SYTEM WITH FAULT-ADAPTIVE MODEL PREDICTIVE CONTROL,https://patents.justia.com/patent/20220034543,The method further includes operating the HVAC system to control an environmental condition of the building using the fault-adapted predictive model.,fault-adapted predictive model,hvac system,facet of
HVAC enviro-clean valve,https://patents.justia.com/patent/20030010381,"Currently, there are no products available which allow a user to treat microbial and bacterial growth inside a HVAC condensate drain line or clear a clogged line without cutting into the drain line.",condensate,hvac,subclass of
HVAC enviro-clean valve,https://patents.justia.com/patent/20030010381,"Our valve is an in-line condensate drain line valve that can be installed easily, quickly and economically, either during new construction or onto existing HVAC systems.",our valve,drain line valve,subclass of
HVAC enviro-clean valve,https://patents.justia.com/patent/20030010381,The design of our valve allows the user to perform safe routine maintenance to the HVAC drainage system without having to resort to expensive and repetitive service call repairs over the lifetime of the HVAC system.,hvac drainage system,hvac,subclass of
"Self-contained mini-split heating, ventilation and air conditioning (HVAC) system",https://patents.justia.com/patent/12140323,At least two housings are offset with respect to one another in two dimensions.,offset,two dimensions,part of
HVAC SYSTEMS WITH EVAPORATOR BYPASS AND SUPPLY AIR RECIRCULATION AND METHODS OF USING SAME,https://patents.justia.com/patent/20210140673,An HVAC system includes an evaporator coil disposed between a return air duct and a supply air duct.,supply air duct,hvac,subclass of
HVAC SYSTEMS WITH EVAPORATOR BYPASS AND SUPPLY AIR RECIRCULATION AND METHODS OF USING SAME,https://patents.justia.com/patent/20210140673,"The system includes a compressor fluidically connected to the evaporator coil, and a blower for providing a flow of air through the HVAC system.",compressor,hvac,use
COLOR CHANGING HVAC GAUGE AND RELATED METHOD,https://patents.justia.com/patent/20120240684,"In a device for taking pressure readings on a HVAC system, a first gauge is connectable in communication with the HVAC system for taking a first pressure reading thereof.",first pressure reading,pressure reading,subclass of
COLOR CHANGING HVAC GAUGE AND RELATED METHOD,https://patents.justia.com/patent/20120240684,A second gauge is connectable in communication with the HVAC system for taking a second pressure reading thereof that is independent of the first pressure reading.,pressure reading,hvac,facet of
Noise tolerant HVAC system,https://patents.justia.com/patent/5787027,HVAC control information is stored in a memory associated with a programmable processor in such a manner as to be recallable in a potentially high electrical noise environment.,programmable processor,memory,subclass of
Noise tolerant HVAC system,https://patents.justia.com/patent/5787027,The HVAC control information is stored along with corresponding verification images in particular memory locations.,verification image,hvac control,use
Center stack face plate with integrated HVAC duct assembly,https://patents.justia.com/patent/20050248175,This invention relates to a center stack face plate that has an integrated HVAC duct assembly.,duct,hvac,part of
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210046800,"An HVAC system includes a variable-speed compressor which compresses refrigerant flowing through the HVAC system, a blower which provides a flow of air through the HVAC system at a controllable flow rate, and a controller communicatively coupled to the variable-speed compressor and the blower.",controller,blower,has part
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210046800,"The controller receives a demand request, which includes a command to operate the HVAC system at a predefined setpoint temperature.",demand request,hvac system,facet of
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210046800,"In response to receiving the demand request, a setpoint temperature associated with the HVAC system is adjusted to the predefined setpoint temperature.",setpoint temperature,hvac system,facet of
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210046800,A speed of the variable-speed compressor is decreased to a low-speed setting.,low-speed setting,variable-speed compressor,subclass of
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210046800,"Based on the decreased speed of the variable-speed compressor, an air-flow rate is determined to provide by the blower.",variable-speed compressor,blower,subclass of
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210046800,The controllable flow rate of the flow of air provided by the blower is adjusted based on the determined air-flow rate.,controllable flow rate,flow of air,facet of
SENSOR DEVICE MEASUREMENTS ADAPTIVE TO HVAC ACTIVITY,https://patents.justia.com/patent/20150061878,The sensor unit may include a controller arranged within the housing.,controller,sensor,subclass of
POWER CONSUMPTION ASSESMENT OF AN HVAC SYSTEM,https://patents.justia.com/patent/20160364313,"Method, system and product for assessments of an operation of an Heating Ventilation or Air-Conditioning (HVAC) unit.",heating ventilation or air-conditioning,hvac,subclass of
POWER CONSUMPTION ASSESMENT OF AN HVAC SYSTEM,https://patents.justia.com/patent/20160364313,"In module for receiving, directly or indirectly, information from at least one sensor; and a power consumption determination component for indirectly assessing power consumption of an HVAC unit from the information received from the at least one sensor.",power consumption determination,hvac,facet of
POWER CONSUMPTION ASSESMENT OF AN HVAC SYSTEM,https://patents.justia.com/patent/20160364313,"In another embodiment, the apparatus being configured to receive a set of physical measurements over time from a physical location that is affected by the HVAC unit; fitting the set of physical measurements on a predetermined curve using parametric fit, wherein the predetermined curve has an horizontal asymptote, wherein the predetermined curve has a decreasing slope over time; and comparing a target measurement of the HVAC unit with a location of the horizontal asymptote to determine whether the HVAC unit is expected to reach the target measurement.",parametric fit,fitting,subclass of
Methods to Eliminate High Pressure Surges in HVAC Systems,https://patents.justia.com/patent/20170102174,A bypass line is provided that can direct refrigerant away from an expansion device within the HVAC system.,hvac,refrigerant,has part
ENCLOSURE FOR A CONTROLLER OF AN HVAC SYSTEM,https://patents.justia.com/patent/20200217547,"The present disclosure relates to a heating, ventilation, and/or air conditioning (HVAC) control system having an enclosure that includes a first portion and a second portion assembled in a clamshell configuration.","heating, ventilation, and/or air conditioning",control system,subclass of
ENCLOSURE FOR A CONTROLLER OF AN HVAC SYSTEM,https://patents.justia.com/patent/20200217547,The HVAC control system also includes a hinge feature that is configured to hingedly couple the enclosure to a housing of the HVAC system.,hvac control system,hvac system,part of
HVAC diagnostic system and method,https://patents.justia.com/patent/20060247826,"As such, HVAC service can be completed on a more regular schedule, saving substantial energy and providing improved customer environmental comfort.",hvac,energy,subclass of
FAILSAFE HVAC CONTROL UPGRADES,https://patents.justia.com/patent/20100298980,"A system and method is presented for providing failsafe control in a control system used for receiving and controlling various object or medium properties in a heating, ventilating or air conditioning system.",failsafe control,control system,subclass of
VEHICLE HVAC SYSTEM,https://patents.justia.com/patent/20180162190,The evaporator is configured to output a first stream of air into the intermediate chamber and the HVAC system is configured to operate in a first operating condition in which a first portion of the first stream of air will pass through the heater and a second portion of the first stream will bypass the heater by passing from the intermediate chamber through the bypass opening and into the upper outlet passage.,hvac,evaporator,has part
HVAC CONTROL SYSTEM,https://patents.justia.com/patent/20150167994,"A heating ventilation and air conditioning (HVAC) system includes a plurality of heating, ventilation and air conditioning (HVAC) units servicing a plurality of zones of a building.",heating ventilation and air conditioning,"heating, ventilation and air conditioning",subclass of
HVAC MONITORING APPARATUS AND METHOD,https://patents.justia.com/patent/20200056793,The invention relates to an HVAC monitoring apparatus.,monitoring apparatus,hvac,facet of
HVAC MONITORING APPARATUS AND METHOD,https://patents.justia.com/patent/20200056793,"The HVAC monitoring apparatus monitors the carbon monoxide, pressure, and temperature inside the air duct network of an HVAC system, directly above the furnace.",hvac monitoring apparatus,hvac system,facet of
HVAC MONITORING APPARATUS AND METHOD,https://patents.justia.com/patent/20200056793,The apparatus can send detailed information wirelessly through the cloud.,wirelessly,cloud,part of
HVAC enviro-clean valve - SO model,https://patents.justia.com/patent/20060042292,The HVAC user can remove microbial and bacterial growths without cutting into or disassembling the drain line by injecting compressed air through the valve.,bacterial,microbial,subclass of
ROOT CAUSE ANALYTICS OF HVAC FAULTS,https://patents.justia.com/patent/20230029568,A HVAC system and method for determining which fault of a group of faults identifies a likely root cause problem in the system.,root cause problem,fault,subclass of
ROOT CAUSE ANALYTICS OF HVAC FAULTS,https://patents.justia.com/patent/20230029568,"In some examples, the shared fluid flow path or network may be defined in a HVAC model representing the HVAC system.",hvac model,hvac system,facet of
ROOT CAUSE ANALYTICS OF HVAC FAULTS,https://patents.justia.com/patent/20230029568,The controller may store the HVAC model and reference it when analyzing a group of faults.,hvac,controller,subclass of
HVAC Bypass Control,https://patents.justia.com/patent/20190226709,The signal instructs the HVAC system to operate a component in a partial load mode.,partial load mode,hvac,facet of
HVAC Bypass Control,https://patents.justia.com/patent/20190226709,The HVAC system is further configured to determine that the component has exceeded its operating envelope.,operating envelope,hvac,facet of
HVAC Bypass Control,https://patents.justia.com/patent/20190226709,"In response to determining that the component has exceeded its operating envelope, the HVAC system is configured to operate the component according to an override configuration.",operating envelope,hvac system,facet of
HVAC Bypass Control,https://patents.justia.com/patent/20190226709,The override configuration overrides the signal to operate the component in the partial load mode.,partial load mode,override configuration,subclass of
HVAC SYSTEMS WITH CLIMATE CONTROL DEVICES FOR IMPROVED EFFICIENCY,https://patents.justia.com/patent/20250060120,"A climate control device for zonal preheating or precooling and controlling at a set temperature in an HVAC system includes at least one processor, configured by executing code stored on non-transitory processor readable media to perform steps including receiving, via a user making a selection in at least one user interface, information representing i) one or more zones in the HVAC system, ii) a respective temperature set point representing a temperature for each respective selected zone, and iii) a respective time set point representing a respective time associated with each selected zone.",temperature set point,temperature,facet of
HVAC SYSTEM PROGNOSTICS AND DIAGNOSTICS BASED ON TEMPERATURE RISE OR DROP,https://patents.justia.com/patent/20210396414,"An HVAC system includes a heating element, a discharge air temperature sensor, and a return air temperature sensor.",heating element,hvac,use
HVAC SYSTEM PROGNOSTICS AND DIAGNOSTICS BASED ON TEMPERATURE RISE OR DROP,https://patents.justia.com/patent/20210396414,"If the temperature rise value is less than a predefined minimum threshold value, the controller determines that a first fault of the HVAC system is detected and provides a corresponding alert.",hvac,temperature rise,has effect
METHODS AND SYSTEMS FOR MONITORING AN AIR FILTER OF AN HVAC SYSTEM,https://patents.justia.com/patent/20120323377,"Methods and systems for monitoring an air filter installed in an HVAC system may include operating the HVAC system in an air filter monitoring mode such as, for example, a fan only mode, and measuring, for example, a differential pressure across the air filter when the HVAC system is operating in the air filter monitoring mode.",fan,hvac system,subclass of
METHODS AND SYSTEMS FOR MONITORING AN AIR FILTER OF AN HVAC SYSTEM,https://patents.justia.com/patent/20120323377,"The method may include evaluating a status of the air filter using, for example, the measured differential pressure value, and in some cases, display the status on a display of an HVAC controller.",air filter,hvac controller,subclass of
Magnetic Kinematic HVAC Control,https://patents.justia.com/patent/20220134846,An airflow control member is mounted within the HVAC case.,airflow control,hvac,subclass of
Magnetic Kinematic HVAC Control,https://patents.justia.com/patent/20220134846,The second magnet generates a second magnetic field having a polarity that is opposite to the first magnetic field.,polarity,magnetic field,facet of
THERMAL CUTOFF LINK SAFETY FUSE IN HVAC SYSTEM,https://patents.justia.com/patent/20130162387,The present invention relates to a thermal cut off link safety fuse for use in a HVAC system.,safety fuse,hvac,use
HVAC CONTROLLER WITH SENSOR PRIORITY SCREEN,https://patents.justia.com/patent/20220146134,An HVAC controller is configured to receive signals from a plurality of sensors positioned in different spaces.,hvac controller,sensors,has part
HVAC CONTROLLER WITH SENSOR PRIORITY SCREEN,https://patents.justia.com/patent/20220146134,The HVAC controller includes a controller that is configured to display one or more screens on a user interface that include a home screen including a selectable display element that indicates a number of the plurality of sensors that are currently being used by the controller in controlling the HVAC system.,home screen,user interface,facet of
HVAC CONTROLLER WITH SENSOR PRIORITY SCREEN,https://patents.justia.com/patent/20220146134,"Upon selection of the selectable display element, the controller displays a sensor priority screen that includes a plurality of graphic constructs that each identify a building space and a current temperature for that building space.",sensor priority screen,display element,subclass of
HVAC CONTROLLER WITH SENSOR PRIORITY SCREEN,https://patents.justia.com/patent/20220146134,The controller is configured to control the HVAC system in accordance with the current temperature reported by each of the number of the plurality of sensors that are currently being used by the controller in controlling the HVAC system.,temperature,hvac system,facet of
SYSTEMS AND METHODS FOR OPERATING AN HVAC SYSTEM,https://patents.justia.com/patent/20230175724,"A heating, ventilation, and/or air conditioning (HVAC) system includes a conditioning system configured to condition a return air flow directed through the HVAC system and a control system configured to determine a difference value between an operating parameter value of the return air flow and a sensed operating parameter value of a space serviced by the HVAC system, retrieve a stored target operating parameter value of the space, and operate the HVAC system based on the difference value, the stored target operating parameter value, or both.",conditioning system,"heating, ventilation, and/or air conditioning",subclass of
THERMOSTAT CIRCUITRY FOR CONNECTION TO HVAC SYSTEMS,https://patents.justia.com/patent/20120126021,"The thermostat can include a processor that sends DC signals for turning on and turning off each of the HVAC functions, and an isolator adapted to electrically isolate the processor from the control wires and power wire(s).",hvac,thermostat,has part
THERMOSTAT CIRCUITRY FOR CONNECTION TO HVAC SYSTEMS,https://patents.justia.com/patent/20120126021,"The isolator can include a transformer, such as a low cost Ethernet transformer.",ethernet transformer,transformer,subclass of
THERMOSTAT CIRCUITRY FOR CONNECTION TO HVAC SYSTEMS,https://patents.justia.com/patent/20120126021,"The circuitry can include one or more field effect transistors adapted and arranged so as to open or close an electrical connections between the control and power wires, thereby turning on or off the associated HVAC function.",field effect transistor,electrical connection,subclass of
Systems and Methods for Monitoring the Condition of an Air Filter and of an HVAC System,https://patents.justia.com/patent/20220243943,Systems and methods for monitoring the condition of an air filter installed in an HVAC system and for monitoring the condition of the HVAC system.,air filter,hvac system,part of
Systems and Methods for Monitoring the Condition of an Air Filter and of an HVAC System,https://patents.justia.com/patent/20220243943,The monitoring system includes a processing unit configured to receive data representative of at least a first temporal parameter of the HVAC system.,first temporal parameter,hvac system,facet of
Remote HVAC Monitoring And Diagnosis,https://patents.justia.com/patent/20140297208,The monitoring device (i) measures an aggregate current supplied to a plurality of components of the HVAC system and (ii) transmits current data based on the measured aggregate current.,aggregate current,current data,subclass of
Remote HVAC Monitoring And Diagnosis,https://patents.justia.com/patent/20140297208,The server is located remotely from the building.,server,remotely,part of
VEHICLE HVAC CONTROL PANEL RECEPTACLES AND HVAC CONTROL PANEL ASSEMBLIES,https://patents.justia.com/patent/20110084509,A receptacle for receiving an HVAC control panel of a vehicle includes a frame and at least one unlocking lever.,hvac control panel,vehicle,part of
VEHICLE HVAC CONTROL PANEL RECEPTACLES AND HVAC CONTROL PANEL ASSEMBLIES,https://patents.justia.com/patent/20110084509,The frame may define an opening for receiving the HVAC control panel.,control panel,hvac,use
VEHICLE HVAC CONTROL PANEL RECEPTACLES AND HVAC CONTROL PANEL ASSEMBLIES,https://patents.justia.com/patent/20110084509,"The at least one unlocking lever may include a handle portion, a shoulder and a tapered portion.",handle,lever,part of
