Title,Link,Sentence,Head,Tail,Relation
HVAC CONTROLLER WITH DELTA-T BASED DIAGNOSTICS,https://patents.justia.com/patent/20130158717,An HVAC controller may store a delta T limit.,controller,HVAC,use
HVAC CONTROLLER WITH DELTA-T BASED DIAGNOSTICS,https://patents.justia.com/patent/20130158717,"In some cases, different delta T limits may be stored for each operating mode (e.g. heating and cooling), and in some cases, for each stage combination within an operating mode, where appropriate.",heating and cooling,operating mode,instance of
System and method for configuration of HVAC network,https://patents.justia.com/patent/20030137396,HVAC network devices are provided with radio frequency identification tags (RFID tags) which can be read by a read/write device.,RFID tag,radio frequency identification tag,subclass of
System and method for configuration of HVAC network,https://patents.justia.com/patent/20030137396,The read tag identification of each network device is stored in memory within the HVAC network device .,HVAC network device,network device,subclass of
System and method for configuration of HVAC network,https://patents.justia.com/patent/20030137396,A device capable of reading the RFID tags of the HVAC network devices will be used by a person to assign network addresses to each network device.,network address,network device,part of
System and method for configuration of HVAC network,https://patents.justia.com/patent/20030137396,"In particular, the person will use information concerning the location of an HVAC network device to determine the network address that is to be assigned to the network device.",network address,network device,used by
System and method for configuration of HVAC network,https://patents.justia.com/patent/20030137396,The thus identified network address along with the tag identification is transmitted to a network controller for the communication network.,network address,communication network,part of
System and method for configuration of HVAC network,https://patents.justia.com/patent/20030137396,The network controller will transmit a configuration message over the communication bus that will include the tag identification as well as the desired network address.,network address,communication bus,part of
SYSTEM AND METHOD OF CONFIGURING HVAC COMPONENTS IN AN HVAC SYSTEM,https://patents.justia.com/patent/20150120063,"The HVAC system components are configured by placing each of the at least one auxiliary controllers in close proximity to the main system controller, and operating the main system controller to initiate a pairing event.",auxiliary controller,HVAC system,use
USE OF NEAR-FIELD COMMUNICATIONS FOR HVAC EQUIPMENT CONFIGURATION,https://patents.justia.com/patent/20220299231,"A method and system for configuring a controller of a heating, ventilation, and air-conditioning (HVAC) equipment.","heating, ventilation, and air-conditioning",HVAC,subclass of
USE OF NEAR-FIELD COMMUNICATIONS FOR HVAC EQUIPMENT CONFIGURATION,https://patents.justia.com/patent/20220299231,The method can also include controlling the HVAC equipment based at least in part on the configuration information.,HVAC,equipment,subclass of
COMBINED VEHICLE MOUNTED BREATH ANALYZING AND HVAC SYSTEM AND METHOD,https://patents.justia.com/patent/20220242416,The present invention relates to a breath analyzing system and method.,method,breath analyzing,use
COMBINED VEHICLE MOUNTED BREATH ANALYZING AND HVAC SYSTEM AND METHOD,https://patents.justia.com/patent/20220242416,"In particular the invention relates to a breath analyzing system combined with a heat, ventilation and air conditioning system (HVAC-system) of the vehicle, wherein the settings of the HVAC system are controlled to optimize the performance of the breath analyzing system.","heat, ventilation and air conditioning",HVAC,subclass of
HVAC system and method of circulating flammable refrigerant,https://patents.justia.com/patent/11441803,The controller further comprises instructions that cause the controller to send a notification to an operator of the HVAC system indicating that the air flowrate of the air blower is less than the threshold value in response to determining that the air flowrate of the air blower is less than the threshold value and shut down the HVAC system such that the refrigerant is no longer circulated by the componentry of the HVAC system in response to determining that the air flowrate of the air blower is less than the minimum required air flowrate.,HVAC system,refrigerant,has part
FREE COOLING SYSTEM FOR HVAC SYSTEM,https://patents.justia.com/patent/20230080007,"A heating, ventilating, and/or air conditioning (HVAC) system includes a variable speed pump configured to direct a chilled fluid through a free cooling circuit of the HVAC system.",free cooling circuit,"heating, ventilating, and/or air conditioning",part of
FREE COOLING SYSTEM FOR HVAC SYSTEM,https://patents.justia.com/patent/20230080007,The free cooling circuit is configured to place the chilled fluid in a heat exchange relationship with ambient air.,ambient air,heat exchange,subclass of
FREE COOLING SYSTEM FOR HVAC SYSTEM,https://patents.justia.com/patent/20230080007,The HVAC system also includes a heat exchanger configured to place the chilled fluid in a heat exchange relationship with a conditioning fluid and a controller configured to operate the variable speed pump based on a parameter of the HVAC system.,heat exchanger,HVAC,use
"HVAC/R system contaminant removal solvent having N-propanol and flame suppresion additives, and method for flushing HVAC systems using the solvent",https://patents.justia.com/patent/11965148,"An aerosolized HVAC/R system solvent for decontaminating HVAC/R components and line sets The solvent contains 25-90 wt % propellant, and 10-75 wt % solvent mixture which is about 60-95 wt % trans-1,2,dichloroethylene, about 5-20 wt % n-propanol, and an inerting constituent providing a weight percent ratio of the inerting constituent to n-propanol of less than 1.5.","trans-1,2,dichloroethylene",solvent,subject has role
METHOD AND A COMPUTER SYSTEM FOR MONITORING AND CONTROLLING AN HVAC SYSTEM,https://patents.justia.com/patent/20220128252,Temporal courses are determined (S3) for the operating variables.,S3,Temporal course,subclass of
METHOD AND A COMPUTER SYSTEM FOR MONITORING AND CONTROLLING AN HVAC SYSTEM,https://patents.justia.com/patent/20220128252,Interdependencies are determined (S4) between the temporal courses of the operating variables.,Interdependencies,S4,part of
METHOD AND A COMPUTER SYSTEM FOR MONITORING AND CONTROLLING AN HVAC SYSTEM,https://patents.justia.com/patent/20220128252,"Depending on the interdependencies, the operating variables and their associated devices are grouped (S5) into different sets which each relates to a different section of the HVAC system and includes the related operating variables and associated devices.",devices,HVAC system,part of
METHOD AND A COMPUTER SYSTEM FOR MONITORING AND CONTROLLING AN HVAC SYSTEM,https://patents.justia.com/patent/20220128252,The sets are used (S6) to control the devices of a particular section of the HVAC system and/or to generate a fault detection message regarding one or more of the devices of the particular section of the HVAC system.,fault detection,control,subclass of
HVAC controls for a vehicle with start-stop engine operation,https://patents.justia.com/patent/20040144107,A system and method for determining engine operation for a start-stop vehicle is provided.,start-stop,engine operation,subclass of
HVAC controls for a vehicle with start-stop engine operation,https://patents.justia.com/patent/20040144107,The start-stop vehicle includes an HVAC system.,HVAC,system,subclass of
HVAC controls for a vehicle with start-stop engine operation,https://patents.justia.com/patent/20040144107,"The engine operation control system includes an HVAC control head for indicating demand, a sensor for indicating fan speed, at least one sensor for indicating ambient air temperature, and a powertrain control module in communication with the HVAC control head and the sensors.",fan speed,ambient air temperature,facet of
HVAC controls for a vehicle with start-stop engine operation,https://patents.justia.com/patent/20040144107,The powertrain control module determines engine operation.,powertrain control module,engine operation,use
HVAC controls for a vehicle with start-stop engine operation,https://patents.justia.com/patent/20040144107,"The method for controlling engine operation includes the steps of determining HVAC demand, fan speed, and ambient temperature to a control module.",fan speed,HVAC demand,facet of
HVAC controls for a vehicle with start-stop engine operation,https://patents.justia.com/patent/20040144107,"The control module determines engine operation based on the signals from the signal generators of the HVAC demand, the fan speed, and the ambient temperature.",fan speed,HVAC demand,facet of
System and method for configuration of HVAC network,https://patents.justia.com/patent/6667690,HVAC network devices are provided with radio frequency identification tags (RFID tags) which can be read by a read/write device.,RFID tag,radio frequency identification tag,subclass of
System and method for configuration of HVAC network,https://patents.justia.com/patent/6667690,The read tag identification of each network device is stored in memory within the HVAC network device.,HVAC network device,network device,subclass of
System and method for configuration of HVAC network,https://patents.justia.com/patent/6667690,A device capable of reading the RFID tags of the HVAC network devices will be used by a person to assign network addresses to each network device.,network address,network device,part of
System and method for configuration of HVAC network,https://patents.justia.com/patent/6667690,"In particular, the person will use information concerning the location of an HVAC network device to determine the network address that is to be assigned to the network device.",network address,network device,used by
System and method for configuration of HVAC network,https://patents.justia.com/patent/6667690,The thus identified network address along with the tag identification is transmitted to a network controller for the communication network.,network address,communication network,part of
System and method for configuration of HVAC network,https://patents.justia.com/patent/6667690,The network controller will transmit a configuration message over the communication bus that will include the tag identification as well as the desired network address.,network address,communication bus,part of
HVAC controller for a variable air volume (VAV) box,https://patents.justia.com/patent/10767880,This may include providing a user interface that supports a test and balance procedure of the VAV box.,test and balance,user interface,facet of
BUILDING HVAC SYTEM WITH FAULT-ADAPTIVE MODEL PREDICTIVE CONTROL,https://patents.justia.com/patent/20220034543,The method further includes determining a predicted impact of the detected fault on an operational performance of the HVAC system.,HVAC,system,subclass of
BUILDING HVAC SYTEM WITH FAULT-ADAPTIVE MODEL PREDICTIVE CONTROL,https://patents.justia.com/patent/20220034543,The method further includes adjusting one or more parameters of the predictive model based on the predicted impact of the detected fault to generate a fault-adapted predictive model.,fault-adapted predictive model,predictive model,subclass of
BUILDING HVAC SYTEM WITH FAULT-ADAPTIVE MODEL PREDICTIVE CONTROL,https://patents.justia.com/patent/20220034543,The method further includes operating the HVAC system to control an environmental condition of the building using the fault-adapted predictive model.,fault-adapted predictive model,HVAC system,facet of
HVAC enviro-clean valve,https://patents.justia.com/patent/20030010381,"Currently, there are no products available which allow a user to treat microbial and bacterial growth inside a HVAC condensate drain line or clear a clogged line without cutting into the drain line.",condensate,HVAC,subclass of
HVAC enviro-clean valve,https://patents.justia.com/patent/20030010381,"Our valve is an in-line condensate drain line valve that can be installed easily, quickly and economically, either during new construction or onto existing HVAC systems.",Our valve,drain line valve,subclass of
HVAC enviro-clean valve,https://patents.justia.com/patent/20030010381,The design of our valve allows the user to perform safe routine maintenance to the HVAC drainage system without having to resort to expensive and repetitive service call repairs over the lifetime of the HVAC system.,HVAC drainage system,HVAC,subclass of
Systems and methods for mobile application for HVAC installation and diagnostics,https://patents.justia.com/patent/10496065,"The monitoring server is configured to receive an aggregate current value from a monitoring device, wherein the aggregate current value represents a total current flowing through the HVAC system, determine a commanded operating mode of the HVAC system in response to the aggregate current value, wherein operating modes of the HVAC system include at least one of an idle mode and an ON mode, and analyze a system condition of the HVAC system based on the determined commanded operating mode.",ON mode,operating mode,instance of
Systems and methods for mobile application for HVAC installation and diagnostics,https://patents.justia.com/patent/10496065,"The monitoring client is configured to command the monitoring server to execute validation testing based on data received from monitoring the HVAC system, display results of validation testing, display real-time system performance data, and display an alert during a system malfunction.",monitoring,HVAC,facet of
"Self-contained mini-split heating, ventilation and air conditioning (HVAC) system",https://patents.justia.com/patent/12140323,At least two housings are offset with respect to one another in two dimensions.,offset,two dimensions,part of
HVAC SYSTEMS WITH EVAPORATOR BYPASS AND SUPPLY AIR RECIRCULATION AND METHODS OF USING SAME,https://patents.justia.com/patent/20210140673,An HVAC system includes an evaporator coil disposed between a return air duct and a supply air duct.,supply air duct,HVAC,subclass of
HVAC SYSTEMS WITH EVAPORATOR BYPASS AND SUPPLY AIR RECIRCULATION AND METHODS OF USING SAME,https://patents.justia.com/patent/20210140673,"The system includes a compressor fluidically connected to the evaporator coil, and a blower for providing a flow of air through the HVAC system.",compressor,HVAC,use
COLOR CHANGING HVAC GAUGE AND RELATED METHOD,https://patents.justia.com/patent/20120240684,"In a device for taking pressure readings on a HVAC system, a first gauge is connectable in communication with the HVAC system for taking a first pressure reading thereof.",first pressure reading,pressure reading,subclass of
COLOR CHANGING HVAC GAUGE AND RELATED METHOD,https://patents.justia.com/patent/20120240684,A second gauge is connectable in communication with the HVAC system for taking a second pressure reading thereof that is independent of the first pressure reading.,pressure reading,HVAC,facet of
COLOR CHANGING HVAC GAUGE AND RELATED METHOD,https://patents.justia.com/patent/20120240684,A backlight display of each gauge is configured to illuminate the face of each gauge in a respective color that conveys the type of refrigerant in the HVAC system.,refrigerant,HVAC,use
Remote testing of HVAC systems,https://patents.justia.com/patent/9411703,"The method includes the steps of transmitting a test request to the HVAC system from the remote location, performing a test on the primarily dormant component of the HVAC system in response to the test request, and producing a test result.",dormant component,HVAC system,subclass of
Noise tolerant HVAC system,https://patents.justia.com/patent/5787027,HVAC control information is stored in a memory associated with a programmable processor in such a manner as to be recallable in a potentially high electrical noise environment.,programmable processor,memory,subclass of
Noise tolerant HVAC system,https://patents.justia.com/patent/5787027,The HVAC control information is stored along with corresponding verification images in particular memory locations.,verification image,HVAC control,use
HVAC SYSTEM,https://patents.justia.com/patent/20110067420,An HVAC system for a vehicle.,HVAC,vehicle,part of
Seal and drain structure for a front and rear integrated HVAC system,https://patents.justia.com/patent/8997837,"A dual-integrated HVAC system for an automotive vehicle is provided that includes a housing, a front HVAC unit with a front blower, and rear HVAC unit with a rear blower whereby both the front and rear HVAC units are housed in the housing.",automotive vehicle,housing,has part
Seal and drain structure for a front and rear integrated HVAC system,https://patents.justia.com/patent/8997837,"The HVAC system further includes an evaporator with a first portion in the front airflow path, a second portion in the rear airflow path, and a seal situated between the first portion and the second portion.",evaporator,HVAC,subclass of
REMOTE TESTING OF HVAC SYSTEMS,https://patents.justia.com/patent/20140039835,"The method includes the steps of transmitting a test request to the HVAC system from the remote location, performing a test on the primarily dormant component of the HVAC system in response to the test request, and producing a test result.",dormant component,HVAC system,subclass of
Center stack face plate with integrated HVAC duct assembly,https://patents.justia.com/patent/20050248175,This invention relates to a center stack face plate that has an integrated HVAC duct assembly.,duct,HVAC,part of
Center stack face plate with integrated HVAC duct assembly,https://patents.justia.com/patent/20050248175,The connector duct and air conditioner housing along with the barrel assembly make a direct point of connection with the center stack face plate allowing for typical usage of an HVAC system in a more streamlined fashion.,air conditioner,HVAC,subclass of
HVAC SYSTEMS WITH EVAPORATOR BYPASS AND SUPPLY AIR RECIRCULATION AND METHODS OF USING SAME,https://patents.justia.com/patent/20200300497,An HVAC system includes an evaporator coil disposed between a return air duct and a supply air duct.,supply air duct,HVAC,subclass of
HVAC SYSTEMS WITH EVAPORATOR BYPASS AND SUPPLY AIR RECIRCULATION AND METHODS OF USING SAME,https://patents.justia.com/patent/20200300497,"The system includes a compressor fluidically connected to the evaporator coil, and a blower for providing a flow of air through the HVAC system.",compressor,HVAC,use
Remote testing of HVAC systems,https://patents.justia.com/patent/8589111,"The method includes the steps of transmitting a test request to the HVAC system from the remote location, performing a test on the primarily dormant component of the HVAC system in response to the test request, and producing a test result.",dormant component,HVAC system,subclass of
HVAC system zoning protection,https://patents.justia.com/patent/12247753,"Methods, systems, and apparatus, including computer programs encoded on computer storage media, for monitoring an HVAC system.",computer programs,computer storage media,location
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210046800,"An HVAC system includes a variable-speed compressor which compresses refrigerant flowing through the HVAC system, a blower which provides a flow of air through the HVAC system at a controllable flow rate, and a controller communicatively coupled to the variable-speed compressor and the blower.",controller,blower,has part
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210046800,"The controller receives a demand request, which includes a command to operate the HVAC system at a predefined setpoint temperature.",demand request,HVAC system,facet of
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210046800,"In response to receiving the demand request, a setpoint temperature associated with the HVAC system is adjusted to the predefined setpoint temperature.",setpoint temperature,HVAC system,facet of
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210046800,A speed of the variable-speed compressor is decreased to a low-speed setting.,low-speed setting,variable-speed compressor,subclass of
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210046800,"Based on the decreased speed of the variable-speed compressor, an air-flow rate is determined to provide by the blower.",variable-speed compressor,blower,subclass of
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210046800,The controllable flow rate of the flow of air provided by the blower is adjusted based on the determined air-flow rate.,controllable flow rate,flow of air,facet of
Foldable HVAC conduit and duct collar,https://patents.justia.com/patent/9291290,"What is presented is heating, ventilation, and air conditioning (HVAC) ductwork.",ductwork,"heating, ventilation, and air conditioning",part of
Foldable HVAC conduit and duct collar,https://patents.justia.com/patent/9291290,"The HVAC ductwork comprises a strip of material, which is divided into a plurality of circumferential segments by a plurality of living hinges.",ductwork,HVAC,subclass of
Foldable HVAC conduit and duct collar,https://patents.justia.com/patent/9291290,The living hinges allow the HVAC ductwork to unfold for transportation and storage purposes.,ductwork,HVAC,part of
Foldable HVAC conduit and duct collar,https://patents.justia.com/patent/9291290,"The strip of material has both a first locking mechanism and a second locking mechanism that are adapted to interlock with each other at an interlocking site, to create the assembled HVAC ductwork.",ductwork,HVAC,subclass of
SENSOR DEVICE MEASUREMENTS ADAPTIVE TO HVAC ACTIVITY,https://patents.justia.com/patent/20150061878,The sensor unit may include a controller arranged within the housing.,controller,sensor,subclass of
Low-power HVAC remote controller and method of operating the same,https://patents.justia.com/patent/11624525,"A heating, ventilation and air-conditioner (HVAC) remote controller for providing instructions for operation of an HVAC system, including a processor configured to control operation of the HVAC remote controller and to generate instructions for the operation of the HVAC system; a pixelated display configured to consume less power when the pixelated display is in a static state than when it is not in the static state; a local input device configured to accept data from an operator; a light configured to illuminate the pixelated display; an isolated power source configured to provide operational power to at least the processor, the pixelated display, and the light; wherein the controller is configured to keep the light turned off except when the processor is actively performing an operation to control the HVAC system.",remote controller,"heating, ventilation and air-conditioner",use
POWER CONSUMPTION ASSESMENT OF AN HVAC SYSTEM,https://patents.justia.com/patent/20160364313,"Method, system and product for assessments of an operation of an Heating Ventilation or Air-Conditioning (HVAC) unit.",Heating Ventilation or Air-Conditioning,HVAC,subclass of
POWER CONSUMPTION ASSESMENT OF AN HVAC SYSTEM,https://patents.justia.com/patent/20160364313,"In module for receiving, directly or indirectly, information from at least one sensor; and a power consumption determination component for indirectly assessing power consumption of an HVAC unit from the information received from the at least one sensor.",power consumption determination,HVAC,facet of
POWER CONSUMPTION ASSESMENT OF AN HVAC SYSTEM,https://patents.justia.com/patent/20160364313,"In another embodiment, the apparatus being configured to receive a set of physical measurements over time from a physical location that is affected by the HVAC unit; fitting the set of physical measurements on a predetermined curve using parametric fit, wherein the predetermined curve has an horizontal asymptote, wherein the predetermined curve has a decreasing slope over time; and comparing a target measurement of the HVAC unit with a location of the horizontal asymptote to determine whether the HVAC unit is expected to reach the target measurement.",parametric fit,fitting,subclass of
Methods to Eliminate High Pressure Surges in HVAC Systems,https://patents.justia.com/patent/20170102174,A system and method are disclosed for relieving high pressure within an HVAC system.,HVAC,system,subclass of
Methods to Eliminate High Pressure Surges in HVAC Systems,https://patents.justia.com/patent/20170102174,A bypass line is provided that can direct refrigerant away from an expansion device within the HVAC system.,HVAC,refrigerant,has part
Methods to Eliminate High Pressure Surges in HVAC Systems,https://patents.justia.com/patent/20170102174,The bypass line then returns the refrigerant to the HVAC system.,HVAC,refrigerant,has part
Methods to Eliminate High Pressure Surges in HVAC Systems,https://patents.justia.com/patent/20170102174,Other locations of bypass lines can be used as well.,bypass line,bypass,subclass of
Methods to Eliminate High Pressure Surges in HVAC Systems,https://patents.justia.com/patent/20170102174,A controller for the HVAC system can control access to the bypass line and measure pressure within the system.,controller,HVAC system,part of
EXTERNAL BODY TEMPERATURE SENSOR FOR USE WITH A HVAC SYSTEM,https://patents.justia.com/patent/20140367079,A HVAC system is provided.,HVAC,system,subclass of
ENCLOSURE FOR A CONTROLLER OF AN HVAC SYSTEM,https://patents.justia.com/patent/20200217547,"The present disclosure relates to a heating, ventilation, and/or air conditioning (HVAC) control system having an enclosure that includes a first portion and a second portion assembled in a clamshell configuration.","heating, ventilation, and/or air conditioning",control system,subclass of
ENCLOSURE FOR A CONTROLLER OF AN HVAC SYSTEM,https://patents.justia.com/patent/20200217547,The first portion and the second portion are configured to hingedly engage in a closed configuration about a controller for an HVAC system and are configured to hingedly disengage into an open configuration.,controller,HVAC,use
ENCLOSURE FOR A CONTROLLER OF AN HVAC SYSTEM,https://patents.justia.com/patent/20200217547,The HVAC control system also includes a hinge feature that is configured to hingedly couple the enclosure to a housing of the HVAC system.,HVAC control system,HVAC system,part of
HVAC diagnostic system and method,https://patents.justia.com/patent/20060247826,"The present invention is useful in situations where HVAC service calls must be scheduled at customer premises such as homes, apartments, etc., during normal hours where the occupants are not typically available to permit access to the thermostat within the building structure.",thermostat,HVAC,part of
HVAC diagnostic system and method,https://patents.justia.com/patent/20060247826,"As such, HVAC service can be completed on a more regular schedule, saving substantial energy and providing improved customer environmental comfort.",HVAC,energy,subclass of
FAILSAFE HVAC CONTROL UPGRADES,https://patents.justia.com/patent/20100298980,"A system and method is presented for providing failsafe control in a control system used for receiving and controlling various object or medium properties in a heating, ventilating or air conditioning system.",failsafe control,control system,subclass of
REMOTE TESTING OF HVAC SYSTEMS,https://patents.justia.com/patent/20130073244,"The method includes the steps of transmitting a test request to the HVAC system from the remote location, performing a test on the primarily dormant component of the HVAC system in response to the test request, and producing a test result.",dormant component,HVAC system,subclass of
VEHICLE HVAC SYSTEM,https://patents.justia.com/patent/20180162190,"An HVAC system for a vehicle includes a housing, an evaporator disposed in the housing, and a heater disposed in the housing.",evaporator,HVAC,subclass of
VEHICLE HVAC SYSTEM,https://patents.justia.com/patent/20180162190,The evaporator is configured to output a first stream of air into the intermediate chamber and the HVAC system is configured to operate in a first operating condition in which a first portion of the first stream of air will pass through the heater and a second portion of the first stream will bypass the heater by passing from the intermediate chamber through the bypass opening and into the upper outlet passage.,HVAC,evaporator,has part
HVAC CONTROL SYSTEM,https://patents.justia.com/patent/20150167994,"A heating ventilation and air conditioning (HVAC) system includes a plurality of heating, ventilation and air conditioning (HVAC) units servicing a plurality of zones of a building.",heating ventilation and air conditioning,"heating, ventilation and air conditioning",subclass of
HVAC MONITORING APPARATUS AND METHOD,https://patents.justia.com/patent/20200056793,The invention relates to an HVAC monitoring apparatus.,monitoring apparatus,HVAC,facet of
HVAC MONITORING APPARATUS AND METHOD,https://patents.justia.com/patent/20200056793,"The HVAC monitoring apparatus monitors the carbon monoxide, pressure, and temperature inside the air duct network of an HVAC system, directly above the furnace.",HVAC monitoring apparatus,HVAC system,facet of
HVAC MONITORING APPARATUS AND METHOD,https://patents.justia.com/patent/20200056793,The apparatus can send detailed information wirelessly through the cloud.,wirelessly,cloud,part of
HVAC enviro-clean valve - SO model,https://patents.justia.com/patent/20060042292,"Currently, there are no products available which allow a user to solely remove microbial and bacterial growth inside a blocked HVAC condensate drain line using compressed air without cutting into or disassembling the drain line.",condensate,HVAC,subclass of
HVAC enviro-clean valve - SO model,https://patents.justia.com/patent/20060042292,"Our valve is an in-line condensate drain line valve that can be installed easily, quickly and economically, either during new construction or onto existing HVAC systems.",Our valve,drain line valve,subclass of
HVAC enviro-clean valve - SO model,https://patents.justia.com/patent/20060042292,The HVAC user can remove microbial and bacterial growths without cutting into or disassembling the drain line by injecting compressed air through the valve.,bacterial,microbial,subclass of
HVAC enviro-clean valve - SO model,https://patents.justia.com/patent/20060042292,The design of our valve allows the user to perform safe and routine maintenance to the HVAC drainage system without having to resort to expensive and repetitive service call repairs over the lifetime of the HVAC system.,HVAC drainage system,HVAC,subclass of
Remote testing of HVAC systems,https://patents.justia.com/patent/10571903,"The method includes the steps of transmitting a test request to the HVAC system from the remote location, performing a test on the primarily dormant component of the HVAC system in response to the test request, and producing a test result.",dormant component,HVAC system,subclass of
ROOT CAUSE ANALYTICS OF HVAC FAULTS,https://patents.justia.com/patent/20230029568,A HVAC system and method for determining which fault of a group of faults identifies a likely root cause problem in the system.,root cause problem,fault,subclass of
ROOT CAUSE ANALYTICS OF HVAC FAULTS,https://patents.justia.com/patent/20230029568,"In some examples, the shared fluid flow path or network may be defined in a HVAC model representing the HVAC system.",HVAC model,HVAC system,facet of
ROOT CAUSE ANALYTICS OF HVAC FAULTS,https://patents.justia.com/patent/20230029568,The controller may store the HVAC model and reference it when analyzing a group of faults.,HVAC,controller,subclass of
HVAC Bypass Control,https://patents.justia.com/patent/20190226709,"A heating, ventilation, and air conditioning (HVAC) system is configured to receive a signal from a thermostat.",thermostat,"heating, ventilation, and air conditioning",part of
HVAC Bypass Control,https://patents.justia.com/patent/20190226709,The signal instructs the HVAC system to operate a component in a partial load mode.,partial load mode,HVAC,facet of
HVAC Bypass Control,https://patents.justia.com/patent/20190226709,The HVAC system is further configured to determine that the component has exceeded its operating envelope.,operating envelope,HVAC,facet of
HVAC Bypass Control,https://patents.justia.com/patent/20190226709,"In response to determining that the component has exceeded its operating envelope, the HVAC system is configured to operate the component according to an override configuration.",operating envelope,HVAC system,facet of
HVAC Bypass Control,https://patents.justia.com/patent/20190226709,The override configuration overrides the signal to operate the component in the partial load mode.,partial load mode,override configuration,subclass of
Optimized HVAC control using domain knowledge combined with deep reinforcement learning (DRL),https://patents.justia.com/patent/12222122,"The control logic is usually specified as ‘if-then-that-else’ rules that capture the domain expertise of HVAC operators, but they often have conflict that may lead to sub-optimal HVAC performance.",sub-optimal HVAC performance,HVAC,facet of
Optimized HVAC control using domain knowledge combined with deep reinforcement learning (DRL),https://patents.justia.com/patent/12222122,"Embodiments of the present disclosure provide a method and system for optimized Heating, ventilation, and air-conditioning (HVAC) control using domain knowledge combined with Deep Reinforcement Learning (DRL).",Deep Reinforcement Learning,"Heating, ventilation, and air-conditioning",use
Optimized HVAC control using domain knowledge combined with deep reinforcement learning (DRL),https://patents.justia.com/patent/12222122,The system disclosed utilizes Deep Reinforcement Learning (DRL) for conflict resolution in a HVAC control in combination with domain knowledge in form of control logic.,Deep Reinforcement Learning,HVAC control,use
Optimized HVAC control using domain knowledge combined with deep reinforcement learning (DRL),https://patents.justia.com/patent/12222122,The domain knowledge is predefined in an Expressive Decision Tables (EDT) engine via a formal requirement specifier consumable by the EDT engine to capture domain knowledge of a building for the HVAC control.,Expressive Decision Tables,engine,instance of
HVAC SYSTEMS WITH CLIMATE CONTROL DEVICES FOR IMPROVED EFFICIENCY,https://patents.justia.com/patent/20250060120,"A climate control device for zonal preheating or precooling and controlling at a set temperature in an HVAC system includes at least one processor, configured by executing code stored on non-transitory processor readable media to perform steps including receiving, via a user making a selection in at least one user interface, information representing i) one or more zones in the HVAC system, ii) a respective temperature set point representing a temperature for each respective selected zone, and iii) a respective time set point representing a respective time associated with each selected zone.",temperature set point,temperature,facet of
HVAC SYSTEM PROGNOSTICS AND DIAGNOSTICS BASED ON TEMPERATURE RISE OR DROP,https://patents.justia.com/patent/20210396414,"An HVAC system includes a heating element, a discharge air temperature sensor, and a return air temperature sensor.",heating element,HVAC,use
HVAC SYSTEM PROGNOSTICS AND DIAGNOSTICS BASED ON TEMPERATURE RISE OR DROP,https://patents.justia.com/patent/20210396414,"If the temperature rise value is less than a predefined minimum threshold value, the controller determines that a first fault of the HVAC system is detected and provides a corresponding alert.",HVAC,temperature rise,has effect
HVAC SYSTEM PROGNOSTICS AND DIAGNOSTICS BASED ON TEMPERATURE RISE OR DROP,https://patents.justia.com/patent/20210396414,"If the temperature rise value is greater than a predefined maximum threshold value, the controller determines that a second fault of the HVAC system is detected and provides a corresponding alert.",HVAC,temperature rise,has effect
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210237535,"An HVAC system includes a variable-speed compressor which compresses refrigerant flowing through the HVAC system, a blower which provides a flow of air through the HVAC system at a controllable flow rate, and a controller communicatively coupled to the variable-speed compressor and the blower.",controller,blower,has part
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210237535,"The controller receives a demand request, which includes a command to operate the HVAC system at a predefined setpoint temperature.",demand request,HVAC system,facet of
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210237535,"In response to receiving the demand request, a setpoint temperature associated with the HVAC system can be adjusted to the predefined setpoint temperature.",setpoint temperature,HVAC system,facet of
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210237535,A speed of the variable-speed compressor is decreased to a low-speed setting.,low-speed setting,variable-speed compressor,subclass of
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210237535,"Based on the decreased speed of the variable-speed compressor, an air-flow rate can be determined to provide by the blower.",variable-speed compressor,blower,subclass of
PEAK DEMAND RESPONSE OPERATION OF HVAC SYSTEMS,https://patents.justia.com/patent/20210237535,The controllable flow rate of the flow of air provided by the blower can be adjusted based on the determined air-flow rate.,controllable flow rate,flow of air,facet of
